,id,mask,img,coverage,coverage_strata
23,02206b234e,./tgs/train/masks/02206b234e.png,./tgs/train/images/02206b234e.png,0.0,0
24,022b1b01be,./tgs/train/masks/022b1b01be.png,./tgs/train/images/022b1b01be.png,0.0,0
25,023d486fba,./tgs/train/masks/023d486fba.png,./tgs/train/images/023d486fba.png,0.0,0
26,0243477802,./tgs/train/masks/0243477802.png,./tgs/train/images/0243477802.png,0.0,0
27,0249c49180,./tgs/train/masks/0249c49180.png,./tgs/train/images/0249c49180.png,0.017449269679443193,0
28,026b509cd4,./tgs/train/masks/026b509cd4.png,./tgs/train/images/026b509cd4.png,0.0,0
29,026f97575b,./tgs/train/masks/026f97575b.png,./tgs/train/images/026f97575b.png,0.0,0
30,0280db420c,./tgs/train/masks/0280db420c.png,./tgs/train/images/0280db420c.png,0.8043329085383786,8
31,0280deb8ae,./tgs/train/masks/0280deb8ae.png,./tgs/train/images/0280deb8ae.png,0.5148514851485149,5
32,029c321179,./tgs/train/masks/029c321179.png,./tgs/train/images/029c321179.png,0.10293108518772669,1
33,02adf272e9,./tgs/train/masks/02adf272e9.png,./tgs/train/images/02adf272e9.png,0.4101558670718557,4
34,02d40993ab,./tgs/train/masks/02d40993ab.png,./tgs/train/images/02d40993ab.png,0.6406234682874228,6
35,03049b14ca,./tgs/train/masks/03049b14ca.png,./tgs/train/images/03049b14ca.png,0.0,0
36,0304e9ac37,./tgs/train/masks/0304e9ac37.png,./tgs/train/images/0304e9ac37.png,0.6082736986569944,6
37,03511989ac,./tgs/train/masks/03511989ac.png,./tgs/train/images/03511989ac.png,0.0,0
38,0389fc6012,./tgs/train/masks/0389fc6012.png,./tgs/train/images/0389fc6012.png,0.13792765415155378,1
39,03a9a9f615,./tgs/train/masks/03a9a9f615.png,./tgs/train/images/03a9a9f615.png,0.18870698951083228,1
40,03be56aa9a,./tgs/train/masks/03be56aa9a.png,./tgs/train/images/03be56aa9a.png,0.0,0
41,03c9b5ffe8,./tgs/train/masks/03c9b5ffe8.png,./tgs/train/images/03c9b5ffe8.png,0.15027938437408098,1
42,03eed26d3e,./tgs/train/masks/03eed26d3e.png,./tgs/train/images/03eed26d3e.png,0.0,0
43,0401ae15d3,./tgs/train/masks/0401ae15d3.png,./tgs/train/images/0401ae15d3.png,0.0,0
44,04182ced8e,./tgs/train/masks/04182ced8e.png,./tgs/train/images/04182ced8e.png,0.0,0
45,041925f04c,./tgs/train/masks/041925f04c.png,./tgs/train/images/041925f04c.png,0.5149495147534555,5
46,04234be388,./tgs/train/masks/04234be388.png,./tgs/train/images/04234be388.png,0.0,0
47,0429d9759b,./tgs/train/masks/0429d9759b.png,./tgs/train/images/0429d9759b.png,0.5380845015194589,5
48,042c3d4e03,./tgs/train/masks/042c3d4e03.png,./tgs/train/images/042c3d4e03.png,0.005391628271738065,0
49,04315b9a64,./tgs/train/masks/04315b9a64.png,./tgs/train/images/04315b9a64.png,0.0,0
50,044106f759,./tgs/train/masks/044106f759.png,./tgs/train/images/044106f759.png,0.6738555043623174,6
51,045c5516a2,./tgs/train/masks/045c5516a2.png,./tgs/train/images/045c5516a2.png,0.29722576218017843,2
52,0461a2fb30,./tgs/train/masks/0461a2fb30.png,./tgs/train/images/0461a2fb30.png,0.0,0
53,04711cb760,./tgs/train/masks/04711cb760.png,./tgs/train/images/04711cb760.png,0.317419860797961,3
54,0473e496e2,./tgs/train/masks/0473e496e2.png,./tgs/train/images/0473e496e2.png,0.0,0
55,0497f2d447,./tgs/train/masks/0497f2d447.png,./tgs/train/images/0497f2d447.png,0.009802960494069209,0
56,04c48c9743,./tgs/train/masks/04c48c9743.png,./tgs/train/images/04c48c9743.png,0.6579747083619253,6
57,04cd9599a3,./tgs/train/masks/04cd9599a3.png,./tgs/train/images/04cd9599a3.png,0.6357219880403882,6
58,04e7e791e2,./tgs/train/masks/04e7e791e2.png,./tgs/train/images/04e7e791e2.png,0.0,0
59,04f7a73f2b,./tgs/train/masks/04f7a73f2b.png,./tgs/train/images/04f7a73f2b.png,0.0,0
60,05139ad3e5,./tgs/train/masks/05139ad3e5.png,./tgs/train/images/05139ad3e5.png,0.0,0
61,052de39787,./tgs/train/masks/052de39787.png,./tgs/train/images/052de39787.png,0.0006862072345848446,0
62,0530b67189,./tgs/train/masks/0530b67189.png,./tgs/train/images/0530b67189.png,0.5660229389275562,5
63,0532916483,./tgs/train/masks/0532916483.png,./tgs/train/images/0532916483.png,0.1091069502989903,1
64,053a6f6704,./tgs/train/masks/053a6f6704.png,./tgs/train/images/053a6f6704.png,0.0,0
65,0558ee87d3,./tgs/train/masks/0558ee87d3.png,./tgs/train/images/0558ee87d3.png,0.9501029310851877,9
66,055ec918b9,./tgs/train/masks/055ec918b9.png,./tgs/train/images/055ec918b9.png,0.508773649642192,5
67,056bfa0cc8,./tgs/train/masks/056bfa0cc8.png,./tgs/train/images/056bfa0cc8.png,0.0,0
68,057eae4f34,./tgs/train/masks/057eae4f34.png,./tgs/train/images/057eae4f34.png,0.7026762082148809,7
69,0589f557d7,./tgs/train/masks/0589f557d7.png,./tgs/train/images/0589f557d7.png,0.010195078913831977,0
70,05a61e5799,./tgs/train/masks/05a61e5799.png,./tgs/train/images/05a61e5799.png,0.5286736594451524,5
71,05b69f83bf,./tgs/train/masks/05b69f83bf.png,./tgs/train/images/05b69f83bf.png,0.0,0
72,05be526826,./tgs/train/masks/05be526826.png,./tgs/train/images/05be526826.png,0.9504950495049505,9
73,05be75afd9,./tgs/train/masks/05be75afd9.png,./tgs/train/images/05be75afd9.png,0.03460445054406431,0
74,05c33e6854,./tgs/train/masks/05c33e6854.png,./tgs/train/images/05c33e6854.png,0.7021860601901775,7
75,05c7033694,./tgs/train/masks/05c7033694.png,./tgs/train/images/05c7033694.png,0.0,0
76,05d9351a35,./tgs/train/masks/05d9351a35.png,./tgs/train/images/05d9351a35.png,0.15165179884325067,1
77,05f09b380c,./tgs/train/masks/05f09b380c.png,./tgs/train/images/05f09b380c.png,0.6471914518184492,6
78,060cdfded5,./tgs/train/masks/060cdfded5.png,./tgs/train/images/060cdfded5.png,0.0,0
79,060f14fcee,./tgs/train/masks/060f14fcee.png,./tgs/train/images/060f14fcee.png,0.8636408195274973,8
80,06289f69f8,./tgs/train/masks/06289f69f8.png,./tgs/train/images/06289f69f8.png,0.49014802470346047,4
81,063cf2a23a,./tgs/train/masks/063cf2a23a.png,./tgs/train/images/063cf2a23a.png,0.0,0
82,0642bbbc5f,./tgs/train/masks/0642bbbc5f.png,./tgs/train/images/0642bbbc5f.png,0.0,0
83,06523f9719,./tgs/train/masks/06523f9719.png,./tgs/train/images/06523f9719.png,0.0,0
84,065ce5590e,./tgs/train/masks/065ce5590e.png,./tgs/train/images/065ce5590e.png,0.0,0
85,066e0ce4c3,./tgs/train/masks/066e0ce4c3.png,./tgs/train/images/066e0ce4c3.png,0.7807077737476718,7
86,069035a9b5,./tgs/train/masks/069035a9b5.png,./tgs/train/images/069035a9b5.png,0.426624840701892,4
87,06a361fc57,./tgs/train/masks/06a361fc57.png,./tgs/train/images/06a361fc57.png,0.6382707577688462,6
88,06c2c49688,./tgs/train/masks/06c2c49688.png,./tgs/train/images/06c2c49688.png,0.0,0
89,06d21d76c4,./tgs/train/masks/06d21d76c4.png,./tgs/train/images/06d21d76c4.png,0.0891089108910891,0
90,06d3201dd0,./tgs/train/masks/06d3201dd0.png,./tgs/train/images/06d3201dd0.png,0.4547593373198706,4
91,071c81c9ad,./tgs/train/masks/071c81c9ad.png,./tgs/train/images/071c81c9ad.png,0.0,0
92,071d5aa17f,./tgs/train/masks/071d5aa17f.png,./tgs/train/images/071d5aa17f.png,0.0025487697284579942,0
93,074673a5f1,./tgs/train/masks/074673a5f1.png,./tgs/train/images/074673a5f1.png,0.0,0
94,0762a99eb4,./tgs/train/masks/0762a99eb4.png,./tgs/train/images/0762a99eb4.png,0.0,0
95,077cb8696f,./tgs/train/masks/077cb8696f.png,./tgs/train/images/077cb8696f.png,0.0,0
96,078f36a006,./tgs/train/masks/078f36a006.png,./tgs/train/images/078f36a006.png,0.0,0
97,07a81dccdc,./tgs/train/masks/07a81dccdc.png,./tgs/train/images/07a81dccdc.png,0.1585138711890991,1
98,07ac7e530f,./tgs/train/masks/07ac7e530f.png,./tgs/train/images/07ac7e530f.png,0.0006862072345848446,0
99,07bb074759,./tgs/train/masks/07bb074759.png,./tgs/train/images/07bb074759.png,0.0,0
100,07cbc65347,./tgs/train/masks/07cbc65347.png,./tgs/train/images/07cbc65347.png,0.0,0
101,07e08eee37,./tgs/train/masks/07e08eee37.png,./tgs/train/images/07e08eee37.png,0.7754141750808744,7
102,07fef26d18,./tgs/train/masks/07fef26d18.png,./tgs/train/images/07fef26d18.png,0.0,0
103,08173ef66c,./tgs/train/masks/08173ef66c.png,./tgs/train/images/08173ef66c.png,0.8950102931085188,8
104,0822e176b2,./tgs/train/masks/0822e176b2.png,./tgs/train/images/0822e176b2.png,0.0,0
105,0829b44678,./tgs/train/masks/0829b44678.png,./tgs/train/images/0829b44678.png,0.4621115576904225,4
106,082d2910a8,./tgs/train/masks/082d2910a8.png,./tgs/train/images/082d2910a8.png,0.008136457210077443,0
107,0841984941,./tgs/train/masks/0841984941.png,./tgs/train/images/0841984941.png,0.0,0
108,084d3ed9c8,./tgs/train/masks/084d3ed9c8.png,./tgs/train/images/084d3ed9c8.png,0.5316145475933732,5
109,085e7a048e,./tgs/train/masks/085e7a048e.png,./tgs/train/images/085e7a048e.png,0.04185864130967552,0
110,08640ede7a,./tgs/train/masks/08640ede7a.png,./tgs/train/images/08640ede7a.png,0.624938731496912,6
111,086deb3ccb,./tgs/train/masks/086deb3ccb.png,./tgs/train/images/086deb3ccb.png,0.0,0
112,087192e2ec,./tgs/train/masks/087192e2ec.png,./tgs/train/images/087192e2ec.png,0.05538672679149103,0
113,088a402727,./tgs/train/masks/088a402727.png,./tgs/train/images/088a402727.png,0.0,0
114,0898e36ee6,./tgs/train/masks/0898e36ee6.png,./tgs/train/images/0898e36ee6.png,0.0,0
115,08993551ae,./tgs/train/masks/08993551ae.png,./tgs/train/images/08993551ae.png,0.42829134398588375,4
116,08bafa2eee,./tgs/train/masks/08bafa2eee.png,./tgs/train/images/08bafa2eee.png,0.0,0
117,08c2070b20,./tgs/train/masks/08c2070b20.png,./tgs/train/images/08c2070b20.png,0.1313596706205274,1
118,08dc3c9a23,./tgs/train/masks/08dc3c9a23.png,./tgs/train/images/08dc3c9a23.png,0.0,0
119,08f3346b8a,./tgs/train/masks/08f3346b8a.png,./tgs/train/images/08f3346b8a.png,0.1836094500539163,1
120,09152018c4,./tgs/train/masks/09152018c4.png,./tgs/train/images/09152018c4.png,0.8415841584158416,8
121,0923f7bef9,./tgs/train/masks/0923f7bef9.png,./tgs/train/images/0923f7bef9.png,0.0,0
122,0926b7396b,./tgs/train/masks/0926b7396b.png,./tgs/train/images/0926b7396b.png,0.0,0
123,0937b1df3f,./tgs/train/masks/0937b1df3f.png,./tgs/train/images/0937b1df3f.png,0.4819135378884423,4
124,0951f85203,./tgs/train/masks/0951f85203.png,./tgs/train/images/0951f85203.png,0.10312714439760808,1
125,09541ce79b,./tgs/train/masks/09541ce79b.png,./tgs/train/images/09541ce79b.png,0.24723066366042545,2
126,0977568b54,./tgs/train/masks/0977568b54.png,./tgs/train/images/0977568b54.png,0.0,0
127,098c5f3e75,./tgs/train/masks/098c5f3e75.png,./tgs/train/images/098c5f3e75.png,0.9790216645426919,9
128,09b7182dc5,./tgs/train/masks/09b7182dc5.png,./tgs/train/images/09b7182dc5.png,0.0,0
129,09b9330300,./tgs/train/masks/09b9330300.png,./tgs/train/images/09b9330300.png,0.45544554455445546,4
130,09e29fbb74,./tgs/train/masks/09e29fbb74.png,./tgs/train/images/09e29fbb74.png,0.0,0
131,09ee5831f4,./tgs/train/masks/09ee5831f4.png,./tgs/train/images/09ee5831f4.png,0.043819233408489366,0
132,09f0f1f414,./tgs/train/masks/09f0f1f414.png,./tgs/train/images/09f0f1f414.png,0.9973532006666013,9
133,0a0814464f,./tgs/train/masks/0a0814464f.png,./tgs/train/images/0a0814464f.png,0.006764042740907754,0
134,0a1742c740,./tgs/train/masks/0a1742c740.png,./tgs/train/images/0a1742c740.png,0.5862170375453387,5
135,0a18b314fc,./tgs/train/masks/0a18b314fc.png,./tgs/train/images/0a18b314fc.png,0.0,0
136,0a19821a16,./tgs/train/masks/0a19821a16.png,./tgs/train/images/0a19821a16.png,0.7766885599451034,7
137,0a31d7553c,./tgs/train/masks/0a31d7553c.png,./tgs/train/images/0a31d7553c.png,0.0,0
138,0a41de5e3b,./tgs/train/masks/0a41de5e3b.png,./tgs/train/images/0a41de5e3b.png,0.009116753259484365,0
139,0a7e067255,./tgs/train/masks/0a7e067255.png,./tgs/train/images/0a7e067255.png,0.0,0
140,0aab0afa9c,./tgs/train/masks/0aab0afa9c.png,./tgs/train/images/0aab0afa9c.png,0.05009312812469366,0
141,0aabdb423e,./tgs/train/masks/0aabdb423e.png,./tgs/train/images/0aabdb423e.png,0.6403293794726007,6
142,0ab5e14937,./tgs/train/masks/0ab5e14937.png,./tgs/train/images/0ab5e14937.png,0.0,0
143,0ad0876244,./tgs/train/masks/0ad0876244.png,./tgs/train/images/0ad0876244.png,0.0,0
144,0ad38c8f25,./tgs/train/masks/0ad38c8f25.png,./tgs/train/images/0ad38c8f25.png,0.038133516321929226,0
145,0adb490de5,./tgs/train/masks/0adb490de5.png,./tgs/train/images/0adb490de5.png,0.004411332222331144,0
146,0ae08cc1b2,./tgs/train/masks/0ae08cc1b2.png,./tgs/train/images/0ae08cc1b2.png,0.0,0
147,0aea45ba8f,./tgs/train/masks/0aea45ba8f.png,./tgs/train/images/0aea45ba8f.png,0.0,0
148,0b176124c4,./tgs/train/masks/0b176124c4.png,./tgs/train/images/0b176124c4.png,0.05352416429761788,0
149,0b45bde756,./tgs/train/masks/0b45bde756.png,./tgs/train/images/0b45bde756.png,0.9603960396039604,9
150,0b73b427d1,./tgs/train/masks/0b73b427d1.png,./tgs/train/images/0b73b427d1.png,0.40819527497304187,4
151,0b7459a0af,./tgs/train/masks/0b7459a0af.png,./tgs/train/images/0b7459a0af.png,0.0,0
152,0b7b00ebfd,./tgs/train/masks/0b7b00ebfd.png,./tgs/train/images/0b7b00ebfd.png,0.0,0
153,0b9981aba1,./tgs/train/masks/0b9981aba1.png,./tgs/train/images/0b9981aba1.png,0.002254680913635918,0
154,0b9cb1205a,./tgs/train/masks/0b9cb1205a.png,./tgs/train/images/0b9cb1205a.png,0.034310361729242234,0
155,0ba541766e,./tgs/train/masks/0ba541766e.png,./tgs/train/images/0ba541766e.png,0.4386824821095971,4
156,0bca43f7ff,./tgs/train/masks/0bca43f7ff.png,./tgs/train/images/0bca43f7ff.png,0.7776688559945103,7
157,0bdd44d530,./tgs/train/masks/0bdd44d530.png,./tgs/train/images/0bdd44d530.png,0.6820899911773356,6
158,0be923c49b,./tgs/train/masks/0be923c49b.png,./tgs/train/images/0be923c49b.png,0.0,0
159,0bed5f2ace,./tgs/train/masks/0bed5f2ace.png,./tgs/train/images/0bed5f2ace.png,0.00019605920988138416,0
160,0c02f95a08,./tgs/train/masks/0c02f95a08.png,./tgs/train/images/0c02f95a08.png,0.47907067934516223,4
161,0c089f7c1b,./tgs/train/masks/0c089f7c1b.png,./tgs/train/images/0c089f7c1b.png,0.9276541515537693,9
162,0c0f001366,./tgs/train/masks/0c0f001366.png,./tgs/train/images/0c0f001366.png,0.024115282815410255,0
163,0c19639aeb,./tgs/train/masks/0c19639aeb.png,./tgs/train/images/0c19639aeb.png,0.8516812077247329,8
164,0c376f6728,./tgs/train/masks/0c376f6728.png,./tgs/train/images/0c376f6728.png,0.3038917753161455,3
165,0c600207b1,./tgs/train/masks/0c600207b1.png,./tgs/train/images/0c600207b1.png,0.2507597294382904,2
166,0c62dfc234,./tgs/train/masks/0c62dfc234.png,./tgs/train/images/0c62dfc234.png,0.0,0
167,0c62ed4494,./tgs/train/masks/0c62ed4494.png,./tgs/train/images/0c62ed4494.png,0.41839035388687384,4
168,0c6ec35477,./tgs/train/masks/0c6ec35477.png,./tgs/train/images/0c6ec35477.png,0.27105185766101364,2
169,0cc1d0e4c4,./tgs/train/masks/0cc1d0e4c4.png,./tgs/train/images/0cc1d0e4c4.png,0.4808352122340947,4
170,0cc3c31d1a,./tgs/train/masks/0cc3c31d1a.png,./tgs/train/images/0cc3c31d1a.png,0.3605528869718655,3
171,0cc5805a92,./tgs/train/masks/0cc5805a92.png,./tgs/train/images/0cc5805a92.png,0.6548377610038232,6
172,0ce329b5f9,./tgs/train/masks/0ce329b5f9.png,./tgs/train/images/0ce329b5f9.png,0.0,0
173,0ce8a6ae62,./tgs/train/masks/0ce8a6ae62.png,./tgs/train/images/0ce8a6ae62.png,0.22252720321537103,2
174,0cf7155eb6,./tgs/train/masks/0cf7155eb6.png,./tgs/train/images/0cf7155eb6.png,0.0,0
175,0cf9c803b8,./tgs/train/masks/0cf9c803b8.png,./tgs/train/images/0cf9c803b8.png,0.015096559160866581,0
176,0d19f89dc9,./tgs/train/masks/0d19f89dc9.png,./tgs/train/images/0d19f89dc9.png,0.0,0
177,0d3b5ec2a8,./tgs/train/masks/0d3b5ec2a8.png,./tgs/train/images/0d3b5ec2a8.png,0.0,0
178,0d8ed16206,./tgs/train/masks/0d8ed16206.png,./tgs/train/images/0d8ed16206.png,0.0,0
179,0d9adabb2c,./tgs/train/masks/0d9adabb2c.png,./tgs/train/images/0d9adabb2c.png,0.9100088226644447,9
180,0db1b4c199,./tgs/train/masks/0db1b4c199.png,./tgs/train/images/0db1b4c199.png,0.0,0
181,0dcf4a11a6,./tgs/train/masks/0dcf4a11a6.png,./tgs/train/images/0dcf4a11a6.png,0.027448289383393786,0
182,0ddcd3fd1a,./tgs/train/masks/0ddcd3fd1a.png,./tgs/train/images/0ddcd3fd1a.png,0.0025487697284579942,0
183,0deadce8f1,./tgs/train/masks/0deadce8f1.png,./tgs/train/images/0deadce8f1.png,0.3573179100088227,3
184,0df375dc9c,./tgs/train/masks/0df375dc9c.png,./tgs/train/images/0df375dc9c.png,0.0,0
185,0df53ae04c,./tgs/train/masks/0df53ae04c.png,./tgs/train/images/0df53ae04c.png,0.1585138711890991,1
186,0df9f16bc9,./tgs/train/masks/0df9f16bc9.png,./tgs/train/images/0df9f16bc9.png,0.909910793059504,9
187,0e16439e05,./tgs/train/masks/0e16439e05.png,./tgs/train/images/0e16439e05.png,0.9870600921478286,9
188,0e53e6294a,./tgs/train/masks/0e53e6294a.png,./tgs/train/images/0e53e6294a.png,0.8557004215273012,8
189,0e63d9a8b4,./tgs/train/masks/0e63d9a8b4.png,./tgs/train/images/0e63d9a8b4.png,0.013233996666993432,0
190,0ea5ea6946,./tgs/train/masks/0ea5ea6946.png,./tgs/train/images/0ea5ea6946.png,0.0,0
191,0eacc93ff3,./tgs/train/masks/0eacc93ff3.png,./tgs/train/images/0eacc93ff3.png,0.47867856092539945,4
192,0eb52aa52a,./tgs/train/masks/0eb52aa52a.png,./tgs/train/images/0eb52aa52a.png,0.5110283305558279,5
193,0ebe3ee1ad,./tgs/train/masks/0ebe3ee1ad.png,./tgs/train/images/0ebe3ee1ad.png,0.5005391628271738,5
194,0ec68b2e42,./tgs/train/masks/0ec68b2e42.png,./tgs/train/images/0ec68b2e42.png,0.028722674247622784,0
195,0ece337a15,./tgs/train/masks/0ece337a15.png,./tgs/train/images/0ece337a15.png,0.13057543378100187,1
196,0ee8a744eb,./tgs/train/masks/0ee8a744eb.png,./tgs/train/images/0ee8a744eb.png,0.8244289775512205,8
197,0f02cec809,./tgs/train/masks/0f02cec809.png,./tgs/train/images/0f02cec809.png,0.884129006960102,8
198,0f19680b4d,./tgs/train/masks/0f19680b4d.png,./tgs/train/images/0f19680b4d.png,0.601411626311146,6
199,0f20f0242c,./tgs/train/masks/0f20f0242c.png,./tgs/train/images/0f20f0242c.png,0.0,0
200,0f3118527c,./tgs/train/masks/0f3118527c.png,./tgs/train/images/0f3118527c.png,0.0,0
201,0f4637e4b7,./tgs/train/masks/0f4637e4b7.png,./tgs/train/images/0f4637e4b7.png,0.0,0
202,0f5ada4dc3,./tgs/train/masks/0f5ada4dc3.png,./tgs/train/images/0f5ada4dc3.png,0.204391726301343,2
203,0f613bd191,./tgs/train/masks/0f613bd191.png,./tgs/train/images/0f613bd191.png,0.044309381433192824,0
204,0f6e788cdd,./tgs/train/masks/0f6e788cdd.png,./tgs/train/images/0f6e788cdd.png,0.7283599647093422,7
205,0f762f2746,./tgs/train/masks/0f762f2746.png,./tgs/train/images/0f762f2746.png,0.03793745711204784,0
206,0f7aa746d6,./tgs/train/masks/0f7aa746d6.png,./tgs/train/images/0f7aa746d6.png,0.018037447309087344,0
207,0f9977b1dd,./tgs/train/masks/0f9977b1dd.png,./tgs/train/images/0f9977b1dd.png,0.0,0
208,0f9b1dbc3f,./tgs/train/masks/0f9b1dbc3f.png,./tgs/train/images/0f9b1dbc3f.png,0.058327614939711794,0
209,0f9beb1453,./tgs/train/masks/0f9beb1453.png,./tgs/train/images/0f9beb1453.png,0.9246152338006078,9
210,0faaf196b4,./tgs/train/masks/0faaf196b4.png,./tgs/train/images/0faaf196b4.png,0.37221840995980787,3
211,0fb7b2772a,./tgs/train/masks/0fb7b2772a.png,./tgs/train/images/0fb7b2772a.png,0.2670326438584453,2
212,0fc5ad7e3b,./tgs/train/masks/0fc5ad7e3b.png,./tgs/train/images/0fc5ad7e3b.png,0.8656994412312519,8
213,0fcbd0567b,./tgs/train/masks/0fcbd0567b.png,./tgs/train/images/0fcbd0567b.png,0.0,0
214,0fd38464c3,./tgs/train/masks/0fd38464c3.png,./tgs/train/images/0fd38464c3.png,0.39819625526909125,3
215,0fea4b5049,./tgs/train/masks/0fea4b5049.png,./tgs/train/images/0fea4b5049.png,0.3593765317125772,3
216,0ff9f243e5,./tgs/train/masks/0ff9f243e5.png,./tgs/train/images/0ff9f243e5.png,0.0,0
217,1017084680,./tgs/train/masks/1017084680.png,./tgs/train/images/1017084680.png,0.947456131751789,9
218,1019e6ed47,./tgs/train/masks/1019e6ed47.png,./tgs/train/images/1019e6ed47.png,0.0,0
219,103713e20d,./tgs/train/masks/103713e20d.png,./tgs/train/images/103713e20d.png,0.009018723654543672,0
220,1037da2ff7,./tgs/train/masks/1037da2ff7.png,./tgs/train/images/1037da2ff7.png,0.745613175178904,7
221,104ce199d8,./tgs/train/masks/104ce199d8.png,./tgs/train/images/104ce199d8.png,0.06499362807567885,0
222,106a222c7c,./tgs/train/masks/106a222c7c.png,./tgs/train/images/106a222c7c.png,0.06773845701401823,0
223,106e4043ba,./tgs/train/masks/106e4043ba.png,./tgs/train/images/106e4043ba.png,0.5114204489755906,5
224,1075fa3200,./tgs/train/masks/1075fa3200.png,./tgs/train/images/1075fa3200.png,0.13900597980590138,1
225,107f1047c1,./tgs/train/masks/107f1047c1.png,./tgs/train/images/107f1047c1.png,0.0,0
226,10833853b3,./tgs/train/masks/10833853b3.png,./tgs/train/images/10833853b3.png,0.0,0
227,109bccf6c6,./tgs/train/masks/109bccf6c6.png,./tgs/train/images/109bccf6c6.png,0.0,0
228,10a1a5b78f,./tgs/train/masks/10a1a5b78f.png,./tgs/train/images/10a1a5b78f.png,0.11792961474365259,1
229,10aa115164,./tgs/train/masks/10aa115164.png,./tgs/train/images/10aa115164.png,0.1325360258798157,1
230,10b19bd1f8,./tgs/train/masks/10b19bd1f8.png,./tgs/train/images/10b19bd1f8.png,0.0015684736790510733,0
231,10e1c8e23a,./tgs/train/masks/10e1c8e23a.png,./tgs/train/images/10e1c8e23a.png,0.0,0
232,10e835f9ab,./tgs/train/masks/10e835f9ab.png,./tgs/train/images/10e835f9ab.png,0.7977649250073522,7
233,10ecfda568,./tgs/train/masks/10ecfda568.png,./tgs/train/images/10ecfda568.png,0.0,0
234,10f24c23af,./tgs/train/masks/10f24c23af.png,./tgs/train/images/10f24c23af.png,0.25379864719145184,2
235,10f3d01ddb,./tgs/train/masks/10f3d01ddb.png,./tgs/train/images/10f3d01ddb.png,0.9393196745417116,9
236,113b017a91,./tgs/train/masks/113b017a91.png,./tgs/train/images/113b017a91.png,0.009704930889128516,0
237,114397189f,./tgs/train/masks/114397189f.png,./tgs/train/images/114397189f.png,0.15165179884325067,1
238,114d62da56,./tgs/train/masks/114d62da56.png,./tgs/train/images/114d62da56.png,0.4299578472698755,4
239,114daa1bed,./tgs/train/masks/114daa1bed.png,./tgs/train/images/114daa1bed.png,0.36319968630526417,3
240,11518835a4,./tgs/train/masks/11518835a4.png,./tgs/train/images/11518835a4.png,0.9154004509361827,9
241,115ee54da8,./tgs/train/masks/115ee54da8.png,./tgs/train/images/115ee54da8.png,0.0,0
242,1167a2bec9,./tgs/train/masks/1167a2bec9.png,./tgs/train/images/1167a2bec9.png,0.0,0
243,1169f5b1fb,./tgs/train/masks/1169f5b1fb.png,./tgs/train/images/1169f5b1fb.png,0.0,0
244,116bd22fd0,./tgs/train/masks/116bd22fd0.png,./tgs/train/images/116bd22fd0.png,0.8737378688363886,8
245,11a14b9fcd,./tgs/train/masks/11a14b9fcd.png,./tgs/train/images/11a14b9fcd.png,0.005783746691500833,0
