id,mask,img,coverage,coverage_strata
c0ffa90c4a,./drive/My Drive/tgs/train/masks/c0ffa90c4a.png,./drive/My Drive/tgs/train/images/c0ffa90c4a.png,0.0,0
c1431cfade,./drive/My Drive/tgs/train/masks/c1431cfade.png,./drive/My Drive/tgs/train/images/c1431cfade.png,0.5849426526811097,5
c0fe58323e,./drive/My Drive/tgs/train/masks/c0fe58323e.png,./drive/My Drive/tgs/train/images/c0fe58323e.png,0.0,0
c1503fb0ec,./drive/My Drive/tgs/train/masks/c1503fb0ec.png,./drive/My Drive/tgs/train/images/c1503fb0ec.png,0.0,0
c10ff1398a,./drive/My Drive/tgs/train/masks/c10ff1398a.png,./drive/My Drive/tgs/train/images/c10ff1398a.png,0.8909910793059505,8
c137712b61,./drive/My Drive/tgs/train/masks/c137712b61.png,./drive/My Drive/tgs/train/images/c137712b61.png,0.29212822272326244,2
c1190c9c37,./drive/My Drive/tgs/train/masks/c1190c9c37.png,./drive/My Drive/tgs/train/images/c1190c9c37.png,0.24105479854916184,2
c100d07aa9,./drive/My Drive/tgs/train/masks/c100d07aa9.png,./drive/My Drive/tgs/train/images/c100d07aa9.png,0.0,0
c112748161,./drive/My Drive/tgs/train/masks/c112748161.png,./drive/My Drive/tgs/train/images/c112748161.png,0.0,0
c156fd6d44,./drive/My Drive/tgs/train/masks/c156fd6d44.png,./drive/My Drive/tgs/train/images/c156fd6d44.png,0.0,0
c1c54ad4ba,./drive/My Drive/tgs/train/masks/c1c54ad4ba.png,./drive/My Drive/tgs/train/images/c1c54ad4ba.png,0.0,0
c1c5602088,./drive/My Drive/tgs/train/masks/c1c5602088.png,./drive/My Drive/tgs/train/images/c1c5602088.png,0.0,0
c1c6a1ebad,./drive/My Drive/tgs/train/masks/c1c6a1ebad.png,./drive/My Drive/tgs/train/images/c1c6a1ebad.png,0.0,0
c2485cb6c3,./drive/My Drive/tgs/train/masks/c2485cb6c3.png,./drive/My Drive/tgs/train/images/c2485cb6c3.png,0.5404372120380355,5
c1f92fd149,./drive/My Drive/tgs/train/masks/c1f92fd149.png,./drive/My Drive/tgs/train/images/c1f92fd149.png,9.802960494069208e-05,0
c1ed7e8344,./drive/My Drive/tgs/train/masks/c1ed7e8344.png,./drive/My Drive/tgs/train/images/c1ed7e8344.png,0.0,0
c2395da60e,./drive/My Drive/tgs/train/masks/c2395da60e.png,./drive/My Drive/tgs/train/images/c2395da60e.png,0.0,0
c20c019650,./drive/My Drive/tgs/train/masks/c20c019650.png,./drive/My Drive/tgs/train/images/c20c019650.png,0.8855994510342123,8
c230cf2a94,./drive/My Drive/tgs/train/masks/c230cf2a94.png,./drive/My Drive/tgs/train/images/c230cf2a94.png,0.2949710812665425,2
c23090da64,./drive/My Drive/tgs/train/masks/c23090da64.png,./drive/My Drive/tgs/train/images/c23090da64.png,0.07214978923634938,0
c20069b110,./drive/My Drive/tgs/train/masks/c20069b110.png,./drive/My Drive/tgs/train/images/c20069b110.png,0.0,0
c202c25557,./drive/My Drive/tgs/train/masks/c202c25557.png,./drive/My Drive/tgs/train/images/c202c25557.png,0.27703166356239584,2
c23d957c59,./drive/My Drive/tgs/train/masks/c23d957c59.png,./drive/My Drive/tgs/train/images/c23d957c59.png,0.23948632487011076,2
c256f6e713,./drive/My Drive/tgs/train/masks/c256f6e713.png,./drive/My Drive/tgs/train/images/c256f6e713.png,0.2778159004019214,2
c26d515fdb,./drive/My Drive/tgs/train/masks/c26d515fdb.png,./drive/My Drive/tgs/train/images/c26d515fdb.png,0.0,0
c26ff00bfd,./drive/My Drive/tgs/train/masks/c26ff00bfd.png,./drive/My Drive/tgs/train/images/c26ff00bfd.png,0.0,0
c2973c16f1,./drive/My Drive/tgs/train/masks/c2973c16f1.png,./drive/My Drive/tgs/train/images/c2973c16f1.png,0.693069306930693,6
c29c36a1e8,./drive/My Drive/tgs/train/masks/c29c36a1e8.png,./drive/My Drive/tgs/train/images/c29c36a1e8.png,0.4195667091461621,4
c27409a765,./drive/My Drive/tgs/train/masks/c27409a765.png,./drive/My Drive/tgs/train/images/c27409a765.png,0.5643564356435643,5
c2ca0ed857,./drive/My Drive/tgs/train/masks/c2ca0ed857.png,./drive/My Drive/tgs/train/images/c2ca0ed857.png,0.8567787471816488,8
c33e3a20a4,./drive/My Drive/tgs/train/masks/c33e3a20a4.png,./drive/My Drive/tgs/train/images/c33e3a20a4.png,0.106656210175473,1
c33faa5d81,./drive/My Drive/tgs/train/masks/c33faa5d81.png,./drive/My Drive/tgs/train/images/c33faa5d81.png,0.0,0
c352f6069b,./drive/My Drive/tgs/train/masks/c352f6069b.png,./drive/My Drive/tgs/train/images/c352f6069b.png,0.0,0
c2e9f328e3,./drive/My Drive/tgs/train/masks/c2e9f328e3.png,./drive/My Drive/tgs/train/images/c2e9f328e3.png,0.9455935692579159,9
c307912941,./drive/My Drive/tgs/train/masks/c307912941.png,./drive/My Drive/tgs/train/images/c307912941.png,0.0,0
c313a1ad7d,./drive/My Drive/tgs/train/masks/c313a1ad7d.png,./drive/My Drive/tgs/train/images/c313a1ad7d.png,0.22360552886971866,2
c33df3d7ad,./drive/My Drive/tgs/train/masks/c33df3d7ad.png,./drive/My Drive/tgs/train/images/c33df3d7ad.png,0.8202137045387707,8
c32752c00f,./drive/My Drive/tgs/train/masks/c32752c00f.png,./drive/My Drive/tgs/train/images/c32752c00f.png,0.3878051171453779,3
c356f76804,./drive/My Drive/tgs/train/masks/c356f76804.png,./drive/My Drive/tgs/train/images/c356f76804.png,0.9765709244191746,9
c3589905df,./drive/My Drive/tgs/train/masks/c3589905df.png,./drive/My Drive/tgs/train/images/c3589905df.png,0.0,0
c353af5098,./drive/My Drive/tgs/train/masks/c353af5098.png,./drive/My Drive/tgs/train/images/c353af5098.png,0.9950004901480247,9
c37e74bffc,./drive/My Drive/tgs/train/masks/c37e74bffc.png,./drive/My Drive/tgs/train/images/c37e74bffc.png,0.1189099107930595,1
c37f7c51e9,./drive/My Drive/tgs/train/masks/c37f7c51e9.png,./drive/My Drive/tgs/train/images/c37f7c51e9.png,9.802960494069208e-05,0
c385af3da9,./drive/My Drive/tgs/train/masks/c385af3da9.png,./drive/My Drive/tgs/train/images/c385af3da9.png,0.0,0
c38e2a42e3,./drive/My Drive/tgs/train/masks/c38e2a42e3.png,./drive/My Drive/tgs/train/images/c38e2a42e3.png,0.3802568375649446,3
c450f9d7f4,./drive/My Drive/tgs/train/masks/c450f9d7f4.png,./drive/My Drive/tgs/train/images/c450f9d7f4.png,0.04646603274188805,0
c387a012fc,./drive/My Drive/tgs/train/masks/c387a012fc.png,./drive/My Drive/tgs/train/images/c387a012fc.png,0.3564356435643564,3
c45c9617bf,./drive/My Drive/tgs/train/masks/c45c9617bf.png,./drive/My Drive/tgs/train/images/c45c9617bf.png,0.30516616018037446,3
c42d63b0e6,./drive/My Drive/tgs/train/masks/c42d63b0e6.png,./drive/My Drive/tgs/train/images/c42d63b0e6.png,0.3180080384276051,3
c43b8533c4,./drive/My Drive/tgs/train/masks/c43b8533c4.png,./drive/My Drive/tgs/train/images/c43b8533c4.png,0.0,0
c3a963f5e3,./drive/My Drive/tgs/train/masks/c3a963f5e3.png,./drive/My Drive/tgs/train/images/c3a963f5e3.png,0.0012743848642289971,0
c39f317ad0,./drive/My Drive/tgs/train/masks/c39f317ad0.png,./drive/My Drive/tgs/train/images/c39f317ad0.png,0.0,0
c42abd17f3,./drive/My Drive/tgs/train/masks/c42abd17f3.png,./drive/My Drive/tgs/train/images/c42abd17f3.png,0.0,0
c47c5ea1c3,./drive/My Drive/tgs/train/masks/c47c5ea1c3.png,./drive/My Drive/tgs/train/images/c47c5ea1c3.png,0.0,0
c4911615e1,./drive/My Drive/tgs/train/masks/c4911615e1.png,./drive/My Drive/tgs/train/images/c4911615e1.png,0.0,0
c4a681819d,./drive/My Drive/tgs/train/masks/c4a681819d.png,./drive/My Drive/tgs/train/images/c4a681819d.png,0.0,0
c4b05c2eaa,./drive/My Drive/tgs/train/masks/c4b05c2eaa.png,./drive/My Drive/tgs/train/images/c4b05c2eaa.png,0.7883540829330458,7
c50ba562ef,./drive/My Drive/tgs/train/masks/c50ba562ef.png,./drive/My Drive/tgs/train/images/c50ba562ef.png,0.0,0
c5327d784b,./drive/My Drive/tgs/train/masks/c5327d784b.png,./drive/My Drive/tgs/train/images/c5327d784b.png,0.2965395549455936,2
c4adb6e891,./drive/My Drive/tgs/train/masks/c4adb6e891.png,./drive/My Drive/tgs/train/images/c4adb6e891.png,0.0,0
c4f5a0fa36,./drive/My Drive/tgs/train/masks/c4f5a0fa36.png,./drive/My Drive/tgs/train/images/c4f5a0fa36.png,0.625919027546319,6
c4f2799234,./drive/My Drive/tgs/train/masks/c4f2799234.png,./drive/My Drive/tgs/train/images/c4f2799234.png,0.1114596608175669,1
c4ee594685,./drive/My Drive/tgs/train/masks/c4ee594685.png,./drive/My Drive/tgs/train/images/c4ee594685.png,0.7446328791294972,7
c4ed7cdb1c,./drive/My Drive/tgs/train/masks/c4ed7cdb1c.png,./drive/My Drive/tgs/train/images/c4ed7cdb1c.png,0.6276835604352514,6
c4b4099179,./drive/My Drive/tgs/train/masks/c4b4099179.png,./drive/My Drive/tgs/train/images/c4b4099179.png,0.25213214390746,2
c5493cc7b0,./drive/My Drive/tgs/train/masks/c5493cc7b0.png,./drive/My Drive/tgs/train/images/c5493cc7b0.png,0.28095284776002355,2
c56524ded9,./drive/My Drive/tgs/train/masks/c56524ded9.png,./drive/My Drive/tgs/train/images/c56524ded9.png,0.6295461229291246,6
c5745e04ff,./drive/My Drive/tgs/train/masks/c5745e04ff.png,./drive/My Drive/tgs/train/images/c5745e04ff.png,0.46417017939417704,4
c576ef893a,./drive/My Drive/tgs/train/masks/c576ef893a.png,./drive/My Drive/tgs/train/images/c576ef893a.png,0.45995490638172726,4
c571804a93,./drive/My Drive/tgs/train/masks/c571804a93.png,./drive/My Drive/tgs/train/images/c571804a93.png,0.9518674639741201,9
c58124fdc4,./drive/My Drive/tgs/train/masks/c58124fdc4.png,./drive/My Drive/tgs/train/images/c58124fdc4.png,0.042054700519556905,0
c5caa57f2f,./drive/My Drive/tgs/train/masks/c5caa57f2f.png,./drive/My Drive/tgs/train/images/c5caa57f2f.png,0.0,0
c613a090a4,./drive/My Drive/tgs/train/masks/c613a090a4.png,./drive/My Drive/tgs/train/images/c613a090a4.png,0.2779139300068621,2
c60eaa0c75,./drive/My Drive/tgs/train/masks/c60eaa0c75.png,./drive/My Drive/tgs/train/images/c60eaa0c75.png,0.9972551710616606,9
c59e5f46c0,./drive/My Drive/tgs/train/masks/c59e5f46c0.png,./drive/My Drive/tgs/train/images/c59e5f46c0.png,0.7871777276737575,7
c5c4479af6,./drive/My Drive/tgs/train/masks/c5c4479af6.png,./drive/My Drive/tgs/train/images/c5c4479af6.png,0.0,0
c593c662f1,./drive/My Drive/tgs/train/masks/c593c662f1.png,./drive/My Drive/tgs/train/images/c593c662f1.png,0.0,0
c5a9c13a77,./drive/My Drive/tgs/train/masks/c5a9c13a77.png,./drive/My Drive/tgs/train/images/c5a9c13a77.png,0.013920203901578276,0
c58b6277c7,./drive/My Drive/tgs/train/masks/c58b6277c7.png,./drive/My Drive/tgs/train/images/c58b6277c7.png,0.28644250563670226,2
c6612326fa,./drive/My Drive/tgs/train/masks/c6612326fa.png,./drive/My Drive/tgs/train/images/c6612326fa.png,0.6448387412998725,6
c61e0f2507,./drive/My Drive/tgs/train/masks/c61e0f2507.png,./drive/My Drive/tgs/train/images/c61e0f2507.png,0.002156651308695226,0
c6648ea2ca,./drive/My Drive/tgs/train/masks/c6648ea2ca.png,./drive/My Drive/tgs/train/images/c6648ea2ca.png,0.9262817370845996,9
c66a8f70e4,./drive/My Drive/tgs/train/masks/c66a8f70e4.png,./drive/My Drive/tgs/train/images/c66a8f70e4.png,0.0,0
c72b546073,./drive/My Drive/tgs/train/masks/c72b546073.png,./drive/My Drive/tgs/train/images/c72b546073.png,0.25791589059896086,2
c67832ba86,./drive/My Drive/tgs/train/masks/c67832ba86.png,./drive/My Drive/tgs/train/images/c67832ba86.png,0.0,0
c673bebe29,./drive/My Drive/tgs/train/masks/c673bebe29.png,./drive/My Drive/tgs/train/images/c673bebe29.png,0.9058915792569356,9
c66a9ea31d,./drive/My Drive/tgs/train/masks/c66a9ea31d.png,./drive/My Drive/tgs/train/images/c66a9ea31d.png,0.9980394079011862,9
c70153909b,./drive/My Drive/tgs/train/masks/c70153909b.png,./drive/My Drive/tgs/train/images/c70153909b.png,0.0,0
c69962cd9d,./drive/My Drive/tgs/train/masks/c69962cd9d.png,./drive/My Drive/tgs/train/images/c69962cd9d.png,0.0,0
c70619fb09,./drive/My Drive/tgs/train/masks/c70619fb09.png,./drive/My Drive/tgs/train/images/c70619fb09.png,0.0,0
c701db91e2,./drive/My Drive/tgs/train/masks/c701db91e2.png,./drive/My Drive/tgs/train/images/c701db91e2.png,0.7949220664640722,7
c68ee0308f,./drive/My Drive/tgs/train/masks/c68ee0308f.png,./drive/My Drive/tgs/train/images/c68ee0308f.png,0.0,0
c72c5ee731,./drive/My Drive/tgs/train/masks/c72c5ee731.png,./drive/My Drive/tgs/train/images/c72c5ee731.png,0.0,0
c7408f1d38,./drive/My Drive/tgs/train/masks/c7408f1d38.png,./drive/My Drive/tgs/train/images/c7408f1d38.png,0.5251445936672875,5
c74ef130f0,./drive/My Drive/tgs/train/masks/c74ef130f0.png,./drive/My Drive/tgs/train/images/c74ef130f0.png,0.10165670032349769,1
c756ff4e1f,./drive/My Drive/tgs/train/masks/c756ff4e1f.png,./drive/My Drive/tgs/train/images/c756ff4e1f.png,0.6440545044603471,6
c78996aa02,./drive/My Drive/tgs/train/masks/c78996aa02.png,./drive/My Drive/tgs/train/images/c78996aa02.png,0.11910597000294089,1
c749d05181,./drive/My Drive/tgs/train/masks/c749d05181.png,./drive/My Drive/tgs/train/images/c749d05181.png,0.0,0
c7f54785b8,./drive/My Drive/tgs/train/masks/c7f54785b8.png,./drive/My Drive/tgs/train/images/c7f54785b8.png,0.0027448289383393784,0
c80f09bee6,./drive/My Drive/tgs/train/masks/c80f09bee6.png,./drive/My Drive/tgs/train/images/c80f09bee6.png,0.4728948142338986,4
c78c89577c,./drive/My Drive/tgs/train/masks/c78c89577c.png,./drive/My Drive/tgs/train/images/c78c89577c.png,9.802960494069208e-05,0
c7a92a6707,./drive/My Drive/tgs/train/masks/c7a92a6707.png,./drive/My Drive/tgs/train/images/c7a92a6707.png,0.0,0
c79d52ffc3,./drive/My Drive/tgs/train/masks/c79d52ffc3.png,./drive/My Drive/tgs/train/images/c79d52ffc3.png,0.0,0
c7c3a8a806,./drive/My Drive/tgs/train/masks/c7c3a8a806.png,./drive/My Drive/tgs/train/images/c7c3a8a806.png,0.0781295951377316,0
c7ab9848b9,./drive/My Drive/tgs/train/masks/c7ab9848b9.png,./drive/My Drive/tgs/train/images/c7ab9848b9.png,0.002450740123517302,0
c824b8afaa,./drive/My Drive/tgs/train/masks/c824b8afaa.png,./drive/My Drive/tgs/train/images/c824b8afaa.png,0.0,0
c82dabf9b1,./drive/My Drive/tgs/train/masks/c82dabf9b1.png,./drive/My Drive/tgs/train/images/c82dabf9b1.png,0.28507009116753257,2
c82f7676ac,./drive/My Drive/tgs/train/masks/c82f7676ac.png,./drive/My Drive/tgs/train/images/c82f7676ac.png,0.0,0
c82ae5f941,./drive/My Drive/tgs/train/masks/c82ae5f941.png,./drive/My Drive/tgs/train/images/c82ae5f941.png,0.0,0
c83d9529bd,./drive/My Drive/tgs/train/masks/c83d9529bd.png,./drive/My Drive/tgs/train/images/c83d9529bd.png,0.594059405940594,5
c8404c2d4f,./drive/My Drive/tgs/train/masks/c8404c2d4f.png,./drive/My Drive/tgs/train/images/c8404c2d4f.png,0.0,0
c89eda8701,./drive/My Drive/tgs/train/masks/c89eda8701.png,./drive/My Drive/tgs/train/images/c89eda8701.png,0.4014312322321341,4
c8bd99cbb0,./drive/My Drive/tgs/train/masks/c8bd99cbb0.png,./drive/My Drive/tgs/train/images/c8bd99cbb0.png,0.6441525340652877,6
c92c37ecd7,./drive/My Drive/tgs/train/masks/c92c37ecd7.png,./drive/My Drive/tgs/train/images/c92c37ecd7.png,0.03146750318596216,0
c8adc706f5,./drive/My Drive/tgs/train/masks/c8adc706f5.png,./drive/My Drive/tgs/train/images/c8adc706f5.png,0.6847367905107342,6
c93d0ecd1d,./drive/My Drive/tgs/train/masks/c93d0ecd1d.png,./drive/My Drive/tgs/train/images/c93d0ecd1d.png,0.0,0
c8ce151a18,./drive/My Drive/tgs/train/masks/c8ce151a18.png,./drive/My Drive/tgs/train/images/c8ce151a18.png,0.3746691500833252,3
c920246511,./drive/My Drive/tgs/train/masks/c920246511.png,./drive/My Drive/tgs/train/images/c920246511.png,0.0,0
c9142b341c,./drive/My Drive/tgs/train/masks/c9142b341c.png,./drive/My Drive/tgs/train/images/c9142b341c.png,0.01450838153122243,0
c8d70d9c3d,./drive/My Drive/tgs/train/masks/c8d70d9c3d.png,./drive/My Drive/tgs/train/images/c8d70d9c3d.png,0.02911479266738555,0
c901f669f8,./drive/My Drive/tgs/train/masks/c901f669f8.png,./drive/My Drive/tgs/train/images/c901f669f8.png,0.05626899323595726,0
c95d3f1510,./drive/My Drive/tgs/train/masks/c95d3f1510.png,./drive/My Drive/tgs/train/images/c95d3f1510.png,0.5500441133222234,5
c9695bff51,./drive/My Drive/tgs/train/masks/c9695bff51.png,./drive/My Drive/tgs/train/images/c9695bff51.png,0.0,0
c98dfd50ba,./drive/My Drive/tgs/train/masks/c98dfd50ba.png,./drive/My Drive/tgs/train/images/c98dfd50ba.png,0.8514851485148515,8
c98504a8ab,./drive/My Drive/tgs/train/masks/c98504a8ab.png,./drive/My Drive/tgs/train/images/c98504a8ab.png,0.0008822664444662288,0
c9a1fd48f6,./drive/My Drive/tgs/train/masks/c9a1fd48f6.png,./drive/My Drive/tgs/train/images/c9a1fd48f6.png,0.480737182629154,4
c9a2990f76,./drive/My Drive/tgs/train/masks/c9a2990f76.png,./drive/My Drive/tgs/train/images/c9a2990f76.png,0.42456621899813746,4
c9c0097eff,./drive/My Drive/tgs/train/masks/c9c0097eff.png,./drive/My Drive/tgs/train/images/c9c0097eff.png,0.0007842368395255367,0
ca2e414e83,./drive/My Drive/tgs/train/masks/ca2e414e83.png,./drive/My Drive/tgs/train/images/ca2e414e83.png,0.0,0
ca511bc319,./drive/My Drive/tgs/train/masks/ca511bc319.png,./drive/My Drive/tgs/train/images/ca511bc319.png,0.7442407607097343,7
ca0d3ea2f5,./drive/My Drive/tgs/train/masks/ca0d3ea2f5.png,./drive/My Drive/tgs/train/images/ca0d3ea2f5.png,0.9248112930104891,9
c9ff0d072b,./drive/My Drive/tgs/train/masks/c9ff0d072b.png,./drive/My Drive/tgs/train/images/c9ff0d072b.png,0.0,0
c9da9c3d42,./drive/My Drive/tgs/train/masks/c9da9c3d42.png,./drive/My Drive/tgs/train/images/c9da9c3d42.png,0.6303303597686502,6
c9f7f4020f,./drive/My Drive/tgs/train/masks/c9f7f4020f.png,./drive/My Drive/tgs/train/images/c9f7f4020f.png,0.45397510048034506,4
c9ffc53f25,./drive/My Drive/tgs/train/masks/c9ffc53f25.png,./drive/My Drive/tgs/train/images/c9ffc53f25.png,0.9422605626899324,9
ca58996278,./drive/My Drive/tgs/train/masks/ca58996278.png,./drive/My Drive/tgs/train/images/ca58996278.png,0.0,0
ca393f0eaf,./drive/My Drive/tgs/train/masks/ca393f0eaf.png,./drive/My Drive/tgs/train/images/ca393f0eaf.png,0.0,0
ca78405cea,./drive/My Drive/tgs/train/masks/ca78405cea.png,./drive/My Drive/tgs/train/images/ca78405cea.png,0.14577002254680912,1
ca6bdbc405,./drive/My Drive/tgs/train/masks/ca6bdbc405.png,./drive/My Drive/tgs/train/images/ca6bdbc405.png,0.0,0
ca82310ee1,./drive/My Drive/tgs/train/masks/ca82310ee1.png,./drive/My Drive/tgs/train/images/ca82310ee1.png,0.9825507303205568,9
caa039b231,./drive/My Drive/tgs/train/masks/caa039b231.png,./drive/My Drive/tgs/train/images/caa039b231.png,0.3769238309969611,3
cae1a9f23f,./drive/My Drive/tgs/train/masks/cae1a9f23f.png,./drive/My Drive/tgs/train/images/cae1a9f23f.png,0.00941084207430644,0
ca84b9e8d4,./drive/My Drive/tgs/train/masks/ca84b9e8d4.png,./drive/My Drive/tgs/train/images/ca84b9e8d4.png,0.0,0
cae4ec68c0,./drive/My Drive/tgs/train/masks/cae4ec68c0.png,./drive/My Drive/tgs/train/images/cae4ec68c0.png,0.0,0
cafb1294ae,./drive/My Drive/tgs/train/masks/cafb1294ae.png,./drive/My Drive/tgs/train/images/cafb1294ae.png,0.0,0
cb2698f715,./drive/My Drive/tgs/train/masks/cb2698f715.png,./drive/My Drive/tgs/train/images/cb2698f715.png,0.0,0
cab2f6614c,./drive/My Drive/tgs/train/masks/cab2f6614c.png,./drive/My Drive/tgs/train/images/cab2f6614c.png,0.1821390059798059,1
caccd6708f,./drive/My Drive/tgs/train/masks/caccd6708f.png,./drive/My Drive/tgs/train/images/caccd6708f.png,0.7326732673267327,7
cadfbf8011,./drive/My Drive/tgs/train/masks/cadfbf8011.png,./drive/My Drive/tgs/train/images/cadfbf8011.png,0.9982354671110676,9
cabe5c94b2,./drive/My Drive/tgs/train/masks/cabe5c94b2.png,./drive/My Drive/tgs/train/images/cabe5c94b2.png,0.809920596019998,8
cadb46b378,./drive/My Drive/tgs/train/masks/cadb46b378.png,./drive/My Drive/tgs/train/images/cadb46b378.png,0.27948240368591315,2
cb0d3e8399,./drive/My Drive/tgs/train/masks/cb0d3e8399.png,./drive/My Drive/tgs/train/images/cb0d3e8399.png,0.0,0
cb2acfd639,./drive/My Drive/tgs/train/masks/cb2acfd639.png,./drive/My Drive/tgs/train/images/cb2acfd639.png,0.10312714439760808,1
cb2c20898a,./drive/My Drive/tgs/train/masks/cb2c20898a.png,./drive/My Drive/tgs/train/images/cb2c20898a.png,0.01450838153122243,0
cb36193e2f,./drive/My Drive/tgs/train/masks/cb36193e2f.png,./drive/My Drive/tgs/train/images/cb36193e2f.png,0.9080482305656308,9
cb677fab7a,./drive/My Drive/tgs/train/masks/cb677fab7a.png,./drive/My Drive/tgs/train/images/cb677fab7a.png,0.3443780021566513,3
cb68c2431a,./drive/My Drive/tgs/train/masks/cb68c2431a.png,./drive/My Drive/tgs/train/images/cb68c2431a.png,0.0,0
cb6c6c15ce,./drive/My Drive/tgs/train/masks/cb6c6c15ce.png,./drive/My Drive/tgs/train/images/cb6c6c15ce.png,0.0,0
cb4f7abe67,./drive/My Drive/tgs/train/masks/cb4f7abe67.png,./drive/My Drive/tgs/train/images/cb4f7abe67.png,0.9900990099009901,9
cbbf379ef8,./drive/My Drive/tgs/train/masks/cbbf379ef8.png,./drive/My Drive/tgs/train/images/cbbf379ef8.png,0.02921282227232624,0
cbd42ee63f,./drive/My Drive/tgs/train/masks/cbd42ee63f.png,./drive/My Drive/tgs/train/images/cbd42ee63f.png,0.0,0
cb974e60ca,./drive/My Drive/tgs/train/masks/cb974e60ca.png,./drive/My Drive/tgs/train/images/cb974e60ca.png,0.01774335849426527,0
cb9d520cf9,./drive/My Drive/tgs/train/masks/cb9d520cf9.png,./drive/My Drive/tgs/train/images/cb9d520cf9.png,0.07538476619939222,0
cba568b15f,./drive/My Drive/tgs/train/masks/cba568b15f.png,./drive/My Drive/tgs/train/images/cba568b15f.png,0.08606999313792765,0
cbad345488,./drive/My Drive/tgs/train/masks/cbad345488.png,./drive/My Drive/tgs/train/images/cbad345488.png,0.1770414665228899,1
cb7cd324a5,./drive/My Drive/tgs/train/masks/cb7cd324a5.png,./drive/My Drive/tgs/train/images/cb7cd324a5.png,0.0,0
cbe33c57c4,./drive/My Drive/tgs/train/masks/cbe33c57c4.png,./drive/My Drive/tgs/train/images/cbe33c57c4.png,0.3606509165768062,3
